iter	Logloss
211	0.211867173
212	0.2115603691
213	0.2110213981
214	0.2105550305
215	0.2094884881
216	0.2089203317
217	0.208086932
218	0.2068985822
219	0.2061719147
220	0.2054768727
221	0.2051862996
222	0.2041511651
223	0.2034088317
224	0.2026366452
225	0.2023800315
226	0.2015854946
227	0.2011492328
228	0.2008620954
229	0.2005347396
230	0.2002186692
231	0.1996380422
232	0.199265028
233	0.1987553757
234	0.1984802856
235	0.198213649
236	0.1980121829
237	0.1978129707
238	0.1972791549
239	0.1968898917
240	0.1962988473
241	0.1956053983
242	0.1952333482
243	0.1946210444
244	0.1939251036
245	0.1936351101
246	0.1933490414
247	0.1928566171
248	0.1926612231
249	0.1915847286
250	0.1905735501
251	0.1898997072
252	0.1892319428
253	0.188628727
254	0.1880443968
255	0.1874291826
256	0.1870791939
257	0.1866268138
258	0.1862539585
259	0.1859034344
260	0.1854622276
261	0.1851659381
262	0.1846153913
263	0.1839232721
264	0.1833183891
265	0.1829704111
266	0.1825377683
267	0.1821810134
268	0.1816816542
269	0.1812945561
270	0.1807236797
271	0.180255738
272	0.1798179009
273	0.1792085972
274	0.1791139818
275	0.1788780706
276	0.1783456059
277	0.1780028402
278	0.1777551318
279	0.1773399702
280	0.1767118609
281	0.1764797707
282	0.1760220249
283	0.1750248104
284	0.1745909897
285	0.1742287946
286	0.1732839285
287	0.172602597
288	0.1719193528
289	0.1714487954
290	0.1709743327
291	0.1704386036
292	0.1697500922
293	0.1686309462
294	0.1682097216
295	0.1677486136
296	0.1672303208
297	0.1666750339
298	0.1662769306
299	0.1659056082
300	0.1656351947
301	0.1652217984
302	0.1644969913
303	0.1642815874
304	0.163793797
305	0.1630642627
306	0.1627525419
307	0.162464495
308	0.1622919562
309	0.161858007
310	0.1613936334
311	0.1610845306
312	0.1605562849
313	0.1602958615
314	0.1598836592
315	0.1592142155
316	0.1583407634
317	0.1581697689
318	0.157804915
319	0.157056428
320	0.1565728803
321	0.1563736458
322	0.1561694212
323	0.1557003782
324	0.1556035965
325	0.1550406644
326	0.1549084423
327	0.1545603828
328	0.1538342735
329	0.1533685215
330	0.1525657805
331	0.1521888599
332	0.1516990408
333	0.1511344088
334	0.1507197426
335	0.1504298171
336	0.1500443083
337	0.1497346853
338	0.1493033228
339	0.1487740306
340	0.1485203835
341	0.1482310312
342	0.1477682443
343	0.1477227154
344	0.1471772894
345	0.1469178878
346	0.1467348435
347	0.1465202421
348	0.1463419322
349	0.1460982152
350	0.1458092821
351	0.145507533
352	0.1451727737
353	0.144856065
354	0.1445868231
355	0.144190245
356	0.1440917495
357	0.1439611789
358	0.1432712749
359	0.1429035437
360	0.1425279978
361	0.1424482688
362	0.1423273223
363	0.1419714602
364	0.1418820555
365	0.1416998119
366	0.1414573813
367	0.1411978601
368	0.1410241189
369	0.1405175591
370	0.1401462015
371	0.1394931309
372	0.1391115689
373	0.1382751476
374	0.1377052848
375	0.1374472622
376	0.1370185004
377	0.1366988994
378	0.1363801864
379	0.1359712695
380	0.135680264
381	0.1353358898
382	0.1352619982
383	0.1349282221
384	0.1347454
385	0.1342312744
386	0.1339860835
387	0.1335732052
388	0.1333025596
389	0.1328276934
390	0.1323042439
391	0.1320324018
392	0.1317657257
393	0.1315629369
394	0.1308828792
395	0.130732926
396	0.1304749346
397	0.1301016221
398	0.129710986
399	0.1293953256
400	0.1291477255
401	0.1289186951
402	0.1285971764
403	0.1283395951
404	0.1281310756
405	0.1277367111
406	0.1273653091
407	0.12709017
408	0.1267417628
409	0.1264019137
410	0.1257520158
411	0.1252857387
412	0.1249963243
413	0.1246451677
414	0.1242278179
415	0.1239065256
416	0.1235452493
417	0.1232655012
418	0.1229754101
419	0.1225164298
420	0.122213987
421	0.1219544196
422	0.1217069187
423	0.1214910916
424	0.1212443631
425	0.1209895227
426	0.1205104277
427	0.1203448884
428	0.1201663225
429	0.1198239935
430	0.1197228709
431	0.119390369
432	0.1191528639
433	0.1189185045
434	0.118583676
435	0.1182167809
436	0.1180281966
437	0.1174433454
438	0.1171489671
439	0.1169969539
440	0.1167914681
441	0.1165894272
442	0.1164053822
443	0.1162223431
444	0.115661929
445	0.1155211182
446	0.1152098331
447	0.1149559699
448	0.1149013364
449	0.1147839497
450	0.114578432
451	0.1141899482
452	0.113878819
453	0.1136385418
454	0.1131772667
455	0.1129264441
456	0.1126437012
457	0.1123652949
458	0.1121519962
459	0.1119148292
460	0.1117494206
461	0.1113804643
462	0.1111853894
463	0.1110995295
464	0.1106049409
465	0.1104581981
466	0.1103374604
467	0.1100723865
468	0.1099410038
469	0.1098412488
470	0.1095796451
471	0.1092087092
472	0.1090265135
473	0.1089043499
474	0.1087853854
475	0.1086999341
476	0.1084510252
477	0.1082584438
478	0.1078534625
479	0.1075495053
480	0.1073557795
481	0.1069855023
482	0.1068342466
483	0.1067333688
484	0.1064795704
485	0.1062754896
486	0.1062158309
487	0.1060252057
488	0.1059537
489	0.1057247463
490	0.1053132203
491	0.1051302129
492	0.104997758
493	0.1047346918
494	0.1043936942
495	0.1042144527
496	0.1041140902
497	0.1039175241
498	0.1038352306
499	0.1037143736
500	0.1034403206
501	0.1032910254
502	0.1031736802
503	0.1029301856
504	0.1028117478
505	0.1026304278
506	0.1024071636
507	0.1022506518
508	0.1020904372
509	0.1017918878
510	0.1016804045
511	0.1014807773
512	0.1013135015
513	0.101031773
514	0.100736097
515	0.100569232
516	0.1003609549
517	0.1002384499
518	0.1000269588
519	0.09977445105
520	0.09958760399
521	0.09946436279
522	0.09934027727
523	0.09918095378
524	0.09890446178
525	0.09868034905
526	0.09844121868
527	0.09824018081
528	0.09807502037
529	0.09746986319
530	0.09729271408
531	0.09704483607
532	0.0966154409
533	0.09629034954
534	0.09619935724
535	0.09588283688
536	0.09565097347
537	0.09549142658
538	0.09532798305
539	0.09516068022
540	0.09477413198
541	0.09460706716
542	0.09423907433
543	0.09414439374
544	0.09403140797
545	0.09370717137
546	0.09351842145
547	0.09348135919
548	0.09329658084
549	0.09318273839
550	0.09299493125
551	0.09273556179
552	0.09258974612
553	0.09249022227
554	0.09227293905
555	0.09218878915
556	0.09202748361
557	0.0917794181
558	0.09167488363
559	0.09130544666
560	0.09097641979
561	0.09089142541
562	0.09052554952
563	0.09038434802
564	0.09007439883
565	0.08992623573
566	0.08972040848
567	0.08950300281
568	0.08938472707
569	0.08897462972
570	0.08873651669
571	0.08860481258
572	0.08835703512
573	0.08827830408
574	0.0881358241
575	0.08806688548
576	0.08794124808
577	0.08781499549
578	0.08756632902
579	0.08738825006
580	0.08725961165
581	0.08714933452
582	0.08699184827
583	0.08692817338
584	0.08684465664
585	0.08664580825
586	0.08653439614
587	0.08627445396
588	0.0861447191
589	0.08605578463
590	0.08595622153
591	0.08585876687
592	0.08579737079
593	0.08568507984
594	0.08561990102
595	0.08550564727
596	0.08535987586
597	0.08527644598
598	0.08509272117
599	0.08496979868
600	0.08461378999
601	0.08444877092
602	0.08440403433
603	0.08415896499
604	0.08408988931
605	0.08393149197
606	0.08377914544
607	0.0834960499
608	0.08336677978
609	0.0830810061
610	0.08296323545
611	0.08290394273
612	0.08283404381
613	0.08277242015
614	0.0827162187
615	0.08260186289
616	0.08249463533
617	0.08232620111
618	0.08203501185
619	0.08182353926
620	0.0813553856
621	0.08127409627
622	0.08106169697
623	0.08080997244
624	0.08072250752
625	0.08065020774
626	0.08048869679
627	0.08039241071
628	0.08013253201
629	0.07994730709
630	0.07949522322
631	0.07938940239
632	0.07927660716
633	0.07913515432
634	0.0790419472
635	0.07887270727
636	0.07874683633
637	0.0785221576
638	0.07819871737
639	0.07808406292
640	0.07789838035
641	0.07784254377
642	0.07750380958
643	0.07737235792
644	0.07724897224
645	0.07705858018
646	0.07692502723
647	0.07683668166
648	0.07656620768
649	0.07626518435
650	0.07621960074
651	0.07599784948
652	0.0757294595
653	0.07560108967
654	0.07546304221
655	0.07534862872
656	0.07494178442
657	0.07475072529
658	0.07458124195
659	0.07448241151
660	0.07416605636
661	0.07388813478
662	0.07385594557
663	0.07379035409
664	0.07367224526
665	0.07353999035
666	0.07338614575
667	0.07321408367
668	0.07310212871
669	0.07298805583
670	0.07288111601
671	0.07261869346
672	0.07254123902
673	0.07234046088
674	0.07219243783
675	0.07212388884
676	0.07200502624
677	0.0717735203
678	0.07171375466
679	0.07167394252
680	0.07151562838
681	0.07138507445
682	0.07123709825
683	0.07112305702
684	0.07092396997
685	0.07083322865
686	0.07064159263
687	0.07052808633
688	0.07036308473
689	0.07014750374
690	0.06998392866
691	0.06982043306
692	0.06973278811
693	0.06971988792
694	0.06966839105
695	0.06949040136
696	0.06932638424
697	0.06923722134
698	0.06904351755
699	0.06884847289
700	0.06868399368
701	0.06845167796
702	0.06822335507
703	0.06798168426
704	0.06782488885
705	0.06778395514
706	0.06763121442
707	0.06747923775
708	0.06743285203
709	0.06725407477
710	0.06703676036
711	0.06694615824
712	0.0668943415
713	0.06672496551
714	0.06649030221
715	0.06611708146
716	0.06598862512
717	0.06582107549
718	0.06569492713
719	0.065456255
720	0.06532625148
721	0.06523318412
722	0.0651676609
723	0.06509644261
724	0.06505076084
725	0.0649282053
726	0.06488603728
727	0.06481362908
728	0.06455674429
729	0.06445072714
730	0.06433941465
731	0.064304403
732	0.06426405159
733	0.06409454633
734	0.06402374025
735	0.06380152428
736	0.06369158848
737	0.06356869438
738	0.06342458463
739	0.06316563622
740	0.06302494986
741	0.06280693796
742	0.06266322835
743	0.06252312163
744	0.06246326981
745	0.0623773979
746	0.06227551055
747	0.06221714421
748	0.06211486071
749	0.0619746441
750	0.06183575569
751	0.06172489481
752	0.06160709929
753	0.06152288054
754	0.06139899273
755	0.06132344209
756	0.06128473236
757	0.06107969901
758	0.06091283841
759	0.0606769738
760	0.06057101233
761	0.06051549756
762	0.06027488125
763	0.06012729381
764	0.059995062
765	0.05991104265
766	0.05973761425
767	0.05961179365
768	0.05942231834
769	0.05924924073
770	0.05915410665
771	0.05903300307
772	0.05885530682
773	0.05872688219
774	0.05845882237
775	0.05824531124
776	0.05815660228
777	0.05810166645
778	0.05801383829
779	0.05783736862
780	0.05779420736
781	0.05765467938
782	0.05755395133
783	0.05736705151
784	0.05721512162
785	0.05702271035
786	0.05686233384
787	0.05679795241
788	0.05666440953
789	0.05654717892
790	0.0565041134
791	0.05643078005
792	0.05638952619
793	0.05630926004
794	0.05620556837
795	0.05610400432
796	0.05607456617
797	0.05590125823
798	0.0556303821
799	0.05557850383
800	0.05542379231
801	0.05534485529
802	0.05528685905
803	0.05515351164
804	0.0550324463
805	0.0549551921
806	0.05478100843
807	0.05459179589
808	0.05444718168
809	0.05429572116
810	0.05424711378
811	0.05411302169
812	0.05395262724
813	0.0538582837
814	0.05372180311
815	0.05364403624
816	0.05353117367
817	0.05341646398
818	0.05326990997
819	0.0530668895
820	0.05291478332
821	0.05275230582
822	0.05254817391
823	0.05247194946
824	0.05232853687
825	0.05223476155
826	0.05218454753
827	0.05203738166
828	0.05195508281
829	0.05185208156
830	0.05180703994
831	0.05172959237
832	0.05168193946
833	0.05150528846
834	0.05144726721
835	0.05140340836
836	0.05124627064
837	0.05111972032
838	0.05098638066
839	0.05088578132
840	0.05071481209
841	0.05062059712
842	0.05058626084
843	0.05047110474
844	0.05043337977
845	0.05032655144
846	0.05023454559
847	0.05020578926
848	0.05008902112
849	0.05002262542
850	0.04977160967
851	0.04970541885
852	0.04962371164
853	0.0495344114
854	0.04948494336
855	0.04936424379
856	0.04929995523
857	0.04919347005
858	0.04904184649
859	0.04894902902
860	0.04879437646
861	0.04872822028
862	0.04860311891
863	0.04851550893
864	0.04846525806
865	0.04834389982
866	0.04825323784
867	0.04817304528
868	0.04811286672
869	0.04786219882
870	0.04776935699
871	0.04766623279
872	0.04761438939
873	0.04756547763
874	0.04748735945
875	0.04728786292
876	0.04717987349
877	0.04713578122
878	0.04706879513
879	0.04693594955
880	0.04691372709
881	0.04686671507
882	0.04662407096
883	0.04643194238
884	0.04640175852
885	0.04636370046
886	0.04628181572
887	0.04619328388
888	0.04604650555
889	0.04598133358
890	0.04593320152
891	0.04590313996
892	0.04577384589
893	0.04572241826
894	0.04566370924
895	0.04558408494
896	0.04555214399
897	0.04549354335
898	0.0454580729
899	0.04537429496
900	0.0453238403
901	0.0452181688
902	0.04513069716
903	0.04506904839
904	0.04491701027
905	0.0448698207
906	0.04481982406
907	0.04474336281
908	0.04470033111
909	0.04465995065
910	0.04455879765
911	0.04438469029
912	0.04426447539
913	0.04401232941
914	0.04388419944
915	0.04383087201
916	0.04376831201
917	0.0436623453
918	0.04345662661
919	0.04336442455
920	0.04328734367
921	0.04316648895
922	0.04303592771
923	0.04286040098
924	0.04272166046
925	0.04263184987
926	0.04257326886
927	0.0424428004
928	0.04234684915
929	0.04221280182
930	0.04218502366
931	0.04195672589
932	0.04191901831
933	0.04187076374
934	0.04178145282
935	0.04169544515
936	0.04163707223
937	0.0414516416
938	0.04137320951
939	0.04124559932
940	0.04119586972
941	0.04109865826
942	0.0410136364
943	0.04089796894
944	0.04084134256
945	0.04072748749
946	0.040645264
947	0.04055766696
948	0.04040537341
949	0.04034431882
950	0.04026578957
951	0.04017385504
952	0.04011221223
953	0.03998886181
954	0.03994652235
955	0.03989726249
956	0.03979730306
957	0.03973536228
958	0.03969810194
959	0.03966381042
960	0.03955751837
961	0.03953769054
962	0.03949738744
963	0.03942478232
964	0.03937120101
965	0.03932761683
966	0.03929327069
967	0.03918064194
968	0.03911533843
969	0.03908561776
970	0.03903070977
971	0.03896270307
972	0.03894122103
973	0.03885844285
974	0.03880770877
975	0.03873113956
976	0.03862181102
977	0.03846154886
978	0.03834785273
979	0.03824396538
980	0.03815515596
981	0.03807881129
982	0.03797338505
983	0.0379010064
984	0.0378677779
985	0.03779487306
986	0.03776701036
987	0.03770505373
988	0.03763120787
989	0.03757414236
990	0.03748026528
991	0.03743972887
992	0.0373858811
993	0.03735700514
994	0.03727631575
995	0.03722154708
996	0.03715108054
997	0.03713693597
998	0.03708761807
999	0.0370749367
